ID1 ID2 kin k0 k2 nsnp relationship
ATL_1988 ATL_2002 0.00131119412138144 0.989965891589704 -0.00478933192476977 4041 unrelated
ATL_1988 ATL_2004 0.00561473064635853 0.955328541516967 -0.0222125358975993 4414 unrelated
ATL_1988 ATL_2126 0.00878742815535221 0.965805918706362 0.000955631327770731 4170 unrelated
ATL_1988 ATL_2128 0.0119588529395175 0.999198774767394 0.0470341865254636 4480 unrelated
ATL_1988 ATL_2131 0.0220622237001082 0.991995056968097 0.0802439517685299 4478 unrelated
ATL_1988 ATL_2132 -0.000334898479792124 1.01800454418624 0.0166649502670745 4429 unrelated
ATL_1988 ATL_2137 -0.0231125680011422 1.19007738434299 0.0976271123384172 3212 unrelated
ATL_1988 ATL_2141 0.0119046714481633 0.878816452708772 -0.0735648614985746 4479 unrelated
ATL_1988 ATL_2142 0.0110788213219845 0.908910261623904 -0.0467744530881583 4497 unrelated
ATL_1988 ATL_2143 0.00374240981270408 0.946744708567856 -0.0382856521813279 3934 unrelated
ATL_1988 ATL_2144 -0.0164346342396991 1.06449002304887 -0.00124851390992604 4338 unrelated
ATL_1988 ATL_2149 0.00394735209829708 0.970317044502923 -0.0138935471038891 4520 unrelated
ATL_1988 ATL_2151 0.00470527666767555 0.944898326368346 -0.0362805669609514 3396 unrelated
ATL_1988 ATL_2152 0.00286693965719952 1.00251139897543 0.0139791576042322 3198 unrelated
ATL_1988 ATL_2153 0.00618307580634539 0.94527361016899 -0.0299940866056284 3521 unrelated
ATL_1988 ATL_2154 0.0225288192829653 0.906945460749065 -0.00293926211907384 3718 unrelated
ATL_1988 ATL_2155 -0.0144160338014249 1.1036783006754 0.0460141654697025 3821 unrelated
ATL_1988 ATL_2362 -0.00796458814433597 1.01627535812971 -0.0155829944476377 4462 unrelated
ATL_1988 ATL_2364 -0.00536898212031022 1.04155826397157 0.0200823354903251 4118 unrelated
ATL_1988 ATL_2375 0.00786441916775336 0.990882426508348 0.0223401031793613 4066 unrelated
ATL_1988 ATL_2380 0.015994101615851 0.965764300516923 0.0297407069803269 3819 unrelated
ATL_1988 ATL_2384 -0.00919815206769276 1.03738819769895 0.000595589428179013 4450 unrelated
ATL_1988 ATL_2385 0.0142989467375972 0.945735895491082 0.00293168244147073 4110 unrelated
ATL_1988 ATL_2386 0.0169698989027962 0.928580379716538 -0.0035400246722778 3351 unrelated
ATL_1988 ATL_2390 0.00118501388195225 1.02002048611182 0.0247605416396258 3903 unrelated
ATL_1988 ATL_2396 -0.0193747576948612 1.02664260803672 -0.0508564227427242 3081 unrelated
ATL_1988 ATL_2399 -0.0204901804095474 1.09486594506549 0.0129052234273044 4341 unrelated
ATL_1988 ATL_2402 0.000841147403857493 0.957698436040092 -0.0389369743444778 4480 unrelated
ATL_1988 ATL_2403 -0.00253743370145287 1.02592841861837 0.015778683812554 4481 unrelated
ATL_1988 ATL_2404 0.00271138013317695 1.05126625027653 0.0621117708092371 4413 unrelated
ATL_1988 ATL_2406 -0.00826425541902148 1.03130131335537 -0.0017557083207167 2994 unrelated
ATL_1988 ATL_2408 0.0222219612821863 0.947504711192956 0.0363925563217017 3219 unrelated
ATL_1988 ATL_2409 -0.00328087225767643 0.99472906987277 -0.0183944191579358 3388 unrelated
ATL_1988 ATL_2410 -0.0199927962120187 1.11680764773014 0.0368364628820684 3208 unrelated
ATL_1988 ATL_2411 -0.000937963709240893 1.02705137150795 0.0232995166709886 2868 unrelated
ATL_1988 ATL_2413 -0.00730866445407389 1.03287283739767 0.00363817958137108 3623 unrelated
ATL_1988 ATL_2414 0.0166880372572905 0.982185286556335 0.048937435585497 3243 unrelated
ATL_1988 ATL_2417 0.0120398028344846 0.971219713361381 0.0193789246993189 3537 unrelated
ATL_1988 ATL_2418 0.00847447545375919 0.97945525991692 0.0133531617319566 3726 unrelated
ATL_1988 ATL_2419 0.0041089742825914 1.06159981738774 0.0780357145181101 3484 unrelated
ATL_1988 ATL_2422 -0.00306708287287055 1.00982732837012 -0.00244100312135854 4427 unrelated
ATL_1988 ATL_2423 -0.00310640265995968 1.01300693209832 0.000581321458481794 4507 unrelated
ATL_1988 ATL_2424 0.00356650437746085 1.02730272840964 0.0415687459194882 4448 unrelated
ATL_1988 ATL_2425 -0.00616543805856262 1.02587873372468 0.00121698149042517 4479 unrelated
ATL_1988 ATL_2426 0.00730316243531918 0.980146996726977 0.00935964646825331 4465 unrelated
ATL_1988 ATL_2427 -0.0010111439988472 0.955318805423309 -0.0487257705720798 4457 unrelated
ATL_1988 ATL_2428 -0.000785056847026955 1.02025471032779 0.0171144829396805 4437 unrelated
ATL_1988 ATL_2429 -0.00256143184339807 0.99619148327608 -0.0140542440975123 2862 unrelated
ATL_1988 ATL_2430 0.0131769205835642 0.949951507077794 0.00265918941205115 3102 unrelated
ATL_1988 ATL_2433 0.00251053466994058 1.04024099778741 0.0502831364671711 4474 unrelated
ATL_1988 ATL_2434 -0.0183640221544113 1.01051829308586 -0.0629377955317892 4235 unrelated
ATL_1988 ATL_2435 0.00372547066936379 0.914092278064831 -0.0710058392577138 4454 unrelated
ATL_1988 ATL_2436 0.0138131735653002 0.959153991219897 0.0144066854810973 4443 unrelated
ATL_1988 ATL_2439 -0.00105641404694388 1.04554712451764 0.0413214683298673 4454 unrelated
ATL_1988 ATL_2440 0.00318966888866675 0.958581080846871 -0.0286602435984623 4454 unrelated
ATL_1988 ATL_2441 -0.00492980011850568 1.0176066588509 -0.0021125416231177 3275 unrelated
ATL_1988 ATL_2442 0.0164753754966234 0.899710131664761 -0.0343883663487452 4456 unrelated
ATL_1988 ATL_2443 -0.00104171015758208 0.990172069500667 -0.0139947711296611 4446 unrelated
ATL_1988 ATL_2444 0.0120901950276129 0.990123583055721 0.0384843631661728 3600 unrelated
ATL_1988 ATL_2445 -0.00972003680472869 1.01426181561827 -0.0246183316006477 4480 unrelated
ATL_1988 ATL_2446 -0.0220589277432532 1.08814283257001 -9.28784030001106e-05 4473 unrelated
ATL_1988 ATL_2448 0.0113906904882521 0.939338182617642 -0.0150990554293497 4472 unrelated
ATL_1988 ATL_2449 0.00347626443862174 0.964598839878127 -0.0214961023673859 4446 unrelated
ATL_1988 ATL_2450 -0.00115593783185187 1.02145110326334 0.0168273519359284 4455 unrelated
ATL_1988 ATL_2454 0.00741298418264268 0.965597333598017 -0.00475072967141271 4450 unrelated
ATL_1988 ATL_2455 0.0118535360684982 1.03566211545646 0.0830762597304552 4439 unrelated
ATL_1988 ATL_2456 0.01583466158885 0.974360954637293 0.0376996009926935 4438 unrelated
ATL_1988 ATL_2458 -0.0108699261942712 1.03865466750129 -0.00482503727579774 4444 unrelated
ATL_1988 ATL_2459 0.0148220745871501 0.987185526712003 0.0464738250606038 4444 unrelated
ATL_1988 ATL_2460 -0.00990763919131112 1.01772051470848 -0.0219100420567693 4454 unrelated
ATL_1988 ATL_2461 0.0127829926238133 0.846830473030934 -0.102037556473813 3145 unrelated
ATL_1988 ATL_2462 0.00998425930602019 0.966424027596607 0.00636106482068793 4472 unrelated
ATL_1988 ATL_2466 -0.0142977210522379 1.10483399413744 0.047643109928484 4434 unrelated
